"","Account.Number","Organization","City","City.Location","Country","CDP.Region","Country.Name","Country.Code.2","Country.Code.3","Country.Numeric.code","lat","long","Location.Source"
"329",62864,"City of Lancaster, PA","Lancaster, PA","POINT (-76.3055 40.0379)","United States of America","North America","United States Of America","US","USA",840,40.0379,-76.3055,"CDP Disclosure"
"330",14874,"City of Portland, OR","Portland, OR","POINT (-122.682 45.52)","United States of America","North America","United States Of America","US","USA",840,45.52,-122.682,"CDP Disclosure"
"331",60379,"Alcaldía de Tunja","Tunja","POINT (-3.63354 40.4712)","Colombia","Latin America","Colombia","CO","COL",170,5.53181545,-73.3619720302625,"World Cities dataset"
"332",60213,"Šiauliai City Municipality","Šiauliai","POINT (23.3137 55.9349)","Lithuania","Europe","Lithuania","LT","LTU",440,55.9349,23.3137,"CDP Disclosure"
"333",54128,"City of Reno","Reno","POINT (-119.814 39.5296)","United States of America","North America","United States Of America","US","USA",840,39.5296,-119.814,"CDP Disclosure"
"334",50549,"City of Fort Worth","Fort Worth","POINT (-97.3308 32.7555)","United States of America","North America","United States Of America","US","USA",840,32.7555,-97.3308,"CDP Disclosure"
"335",31179,"Gemeente Rotterdam","Rotterdam","POINT (4.45093 51.9164)","Netherlands","Europe","Netherlands","NL","NLD",528,51.9164,4.45093,"CDP Disclosure"
"336",60633,"La mairie de Bujumbura","Bujumbura","POINT (29.3599 -3.36137)","Burundi","Africa","Burundi","BI","BDI",108,-3.36137,29.3599,"CDP Disclosure"
"337",31164,"Ho Chi Minh City","Ho Chi Minh","POINT (106.66 10.7626)","Viet Nam","Southeast Asia and Oceania","Vietnam","VN","VNM",704,10.7626,106.66,"CDP Disclosure"
"338",54625,"Prefeitura de Londrina","Londrina","POINT (-51.1505 -23.3356)","Brazil","Latin America","Brazil","BR","BRA",76,-23.3356,-51.1505,"CDP Disclosure"
"339",31173,"Comune di Milano","Milano","POINT (9.08635 45.8026)","Italy","Europe","Italy","IT","ITA",380,45.8026,9.08635,"CDP Disclosure"
"340",1184,"City of Austin","Austin","POINT (-97.7431 30.2672)","United States of America","North America","United States Of America","US","USA",840,30.2672,-97.7431,"CDP Disclosure"
"341",60292,"Prefeitura de Jahu","Jahu","POINT (-48.5755 -22.3028)","Brazil","Latin America","Brazil","BR","BRA",76,-22.3028,-48.5755,"CDP Disclosure"
"342",54656,"Prefeitura de Vinhedo","Vinhedo","POINT (-46.9838 -23.0307)","Brazil","Latin America","Brazil","BR","BRA",76,-23.0307,-46.9838,"CDP Disclosure"
"343",50154,"City of Turku","Turku","POINT (22.2666 60.4518)","Finland","Europe","Finland","FI","FIN",246,60.4518,22.2666,"CDP Disclosure"
"344",50650,"City of Gibraltar","Gibraltar","POINT (-5.35359 36.1408)","Gibraltar","Europe","Gibraltar","GI","GIB",292,36.1324,-5.3781,"World Cities dataset"
"345",31111,"Tokyo Metropolitan Government","Tokyo","POINT (139.41 35.41)","Japan","East Asia","Japan","JP","JPN",392,35.41,139.41,"CDP Disclosure"
"346",35868,"Free and Hanseatic City of Hamburg","Hamburg","POINT (9.99368 53.5511)","Germany","Europe","Germany","DE","DEU",276,53.5511,9.99368,"CDP Disclosure"
"347",60216,"City of Växjö","Växjö","POINT (14.8091 56.8777)","Sweden","Europe","Sweden","SE","SWE",752,56.8777,14.8091,"CDP Disclosure"
"348",60546,"Nanjing Municipal People's Government","Nanjing","POINT (118.797 32.0603)","China","East Asia","China","CN","CHN",156,32.0603,118.797,"CDP Disclosure"
"349",60236,"Municipality of Trelleborg","Trelleborg","POINT (13.1569 55.3751)","Sweden","Europe","Sweden","SE","SWE",752,55.3751,13.1569,"CDP Disclosure"
"350",35755,"Village of Kadiovacik","Urla","POINT (26.5536 38.3434)","Turkey","Europe","Turkey","TR","TUR",792,38.3434,26.5536,"CDP Disclosure"
"351",59552,"City of Davis, CA","Davis, CA","POINT (-121.741 38.5449)","United States of America","North America","United States Of America","US","USA",840,38.5449,-121.741,"CDP Disclosure"
"352",58528,"Pristina Municipality","Pristina","POINT (21.1655 42.6629)","Serbia","Europe","Serbia","RS","SRB",688,42.6629,21.1655,"CDP Disclosure"
"353",826188,"Ayuntamiento de Tuxcueca","Tuxcueca","POINT (-103.24 20.8555)","Mexico","Latin America","Mexico","MX","MEX",484,20.8555,-103.24,"CDP Disclosure"
"354",36283,"Comune di Como","Como","POINT (9.08065 45.8008)","Italy","Europe","Italy","IT","ITA",380,45.8008,9.08065,"CDP Disclosure"
"355",54529,"City of Leicester","Leicester","POINT (-1.1333 52.6333)","United Kingdom of Great Britain and Northern Ireland","Europe","United Kingdom","GB","GBR",826,52.6333,-1.1333,"CDP Disclosure"
"356",60393,"Municipalidad de Santiago","Santiago","POINT (-70.6693 -33.4489)","Chile","Latin America","Chile","CL","CHL",152,-33.4489,-70.6693,"CDP Disclosure"
"357",53254,"City of Hobart","Hobart","POINT (147.281 -42.8901)","Australia","Southeast Asia and Oceania","Australia","AU","AUS",36,-42.8901,147.281,"CDP Disclosure"
"358",35860,"City of Dallas","Dallas","POINT (-96.8004 32.7801)","United States of America","North America","United States Of America","US","USA",840,32.7801,-96.8004,"CDP Disclosure"
"359",46514,"City of Porto","Porto","POINT (-8.6291 41.1579)","Portugal","Europe","Portugal","PT","PRT",620,41.1579,-8.6291,"CDP Disclosure"
"360",54652,"Prefeitura de Osasco","Osasco","POINT (23.5328 46.7919)","Brazil","Latin America","Brazil","BR","BRA",76,-23.5411,-46.3689,"World Cities dataset"
"361",50572,"City of Saint Paul, MN","Saint Paul","POINT (-93.09 44.9537)","United States of America","North America","United States Of America","US","USA",840,44.9537,-93.09,"CDP Disclosure"
"362",54048,"City of Knoxville","Knoxville","POINT (-83.9207 35.9606)","United States of America","North America","United States Of America","US","USA",840,35.9606,-83.9207,"CDP Disclosure"
"363",64014,"City of Cupertino","Cupertino","POINT (-122.032 37.323)","United States of America","North America","United States Of America","US","USA",840,37.323,-122.032,"CDP Disclosure"
"364",3429,"City of Stockholm","Stockholm","POINT (18.0686 59.3293)","Sweden","Europe","Sweden","SE","SWE",752,59.3293,18.0686,"CDP Disclosure"
"365",52164,"Prefeitura Municipal de Macapá","Macapá","POINT (-51.0705 0.0356)","Brazil","Latin America","Brazil","BR","BRA",76,0.0356,-51.0705,"CDP Disclosure"
"366",57641,"Wrexham council","Wrexham","POINT (-2.9913 53.0466)","United Kingdom of Great Britain and Northern Ireland","Europe","United Kingdom","GB","GBR",826,53.0466,-2.9913,"CDP Disclosure"
"367",54688,"Prefeitura Municipal de São Vicente","São Vicente","POINT (-46.3919 -23.963)","Brazil","Latin America","Brazil","BR","BRA",76,-23.963,-46.3919,"CDP Disclosure"
"368",59644,"City of Culver City, CA","Culver City","POINT (-118.4 34.02)","United States of America","North America","United States Of America","US","USA",840,34.02,-118.4,"CDP Disclosure"
"369",36477,"Comune di Lucca","Lucca","POINT (10.6174 43.8399)","Italy","Europe","Italy","IT","ITA",380,43.8399,10.6174,"CDP Disclosure"
"370",44073,"Municipalité de Rabat","Rabat","POINT (-6.8498 33.9716)","Morocco","Africa","Morocco","MA","MAR",504,33.9716,-6.8498,"CDP Disclosure"
"371",49342,"City of Rochester","Rochester","POINT (-77.6109 43.161)","United States of America","North America","United States Of America","US","USA",840,43.161,-77.6109,"CDP Disclosure"
"372",54348,"The Local Government of Quezon City","Quezon City","POINT (120.862 15.6835)","Philippines","Southeast Asia and Oceania","Philippines","PH","PHL",608,15.6835,120.862,"CDP Disclosure"
"373",830907,"Prefeitura Municipal de Cotriguaçu","Cotriguaçu","POINT (-58.5544 -9.86825)","Brazil","Latin America","Brazil","BR","BRA",76,-9.86825,-58.5544,"CDP Disclosure"
"374",60178,"Linköping Municipality","Linköping","POINT (15.6216 58.4109)","Sweden","Europe","Sweden","SE","SWE",752,58.4109,15.6216,"CDP Disclosure"
"375",60279,"Prefeitura de Campos de Goytacazes","Campos de Goytacazes","POINT (-41.2683 -21.8323)","Brazil","Latin America","Brazil","BR","BRA",76,-21.8323,-41.2683,"CDP Disclosure"
"376",35913,"City of Nairobi","Nairobi","POINT (36.8219 -1.29206)","Kenya","Africa","Kenya","KE","KEN",404,-1.29206,36.8219,"CDP Disclosure"
"377",31175,"City of Paris","Paris","POINT (2.35222 48.8566)","France","Europe","France","FR","FRA",250,48.8566,2.35222,"CDP Disclosure"
"378",35904,"Kolkata Metropolitan Area","Kolkata","POINT (88.3639 22.5726)","India","South and West Asia","India","IN","IND",356,22.5726,88.3639,"CDP Disclosure"
"379",58590,"City of Easton, PA","Easton","POINT (-75.2207 40.6884)","United States of America","North America","United States Of America","US","USA",840,40.6884,-75.2207,"CDP Disclosure"
"380",50384,"Prefeitura de Florianópolis","Florianópolis","POINT (-48.5482 -27.595)","Brazil","Latin America","Brazil","BR","BRA",76,-27.595,-48.5482,"CDP Disclosure"
"381",43911,"City of Ottawa","Ottawa","POINT (-75.6972 45.4215)","Canada","North America","Canada","CA","CAN",124,45.4215,-75.6972,"CDP Disclosure"
"382",59545,"City of Charlottesville, VA","Charlottesville","POINT (-78.4767 38.0293)","United States of America","North America","United States Of America","US","USA",840,38.0293,-78.4767,"CDP Disclosure"
"383",43932,"Auckland Council","Auckland","POINT (174.742 -36.8153)","New Zealand","Southeast Asia and Oceania","New Zealand","NZ","NZL",554,-36.8153,174.742,"CDP Disclosure"
"384",50557,"City of Norfolk","Norfolk","POINT (38.8468 -76.2851)","United States of America","North America","United States Of America","US","USA",840,36.8945,-76.259,"World Cities dataset"
"385",74594,"City of Boynton Beach","Boynton Beach","POINT (-80.216 26.4986)","United States of America","North America","United States Of America","US","USA",840,26.4986,-80.216,"CDP Disclosure"
"386",43920,"City of Ljubljana","Ljubljana","POINT (14.5058 46.0569)","Slovenia","Europe","Slovenia","SI","SVN",705,46.0569,14.5058,"CDP Disclosure"
"387",69973,"Alcaldia de Barrancabermeja","Barrancabermeja","POINT (-73.8724 7.06066)","Colombia","Latin America","Colombia","CO","COL",170,7.06066,-73.8724,"CDP Disclosure"
"388",71557,"Quelimane Municipal Council","Quelimane","POINT (36.9218 -17.8503)","Mozambique","Africa","Mozambique","MZ","MOZ",508,-17.8503,36.9218,"CDP Disclosure"
"389",831616,"Commune de Tsévié","Tsévié","POINT (1.21333 6.42611)","Togo","Africa","Togo","TG","TGO",768,6.42611,1.21333,"CDP Disclosure"
"390",36265,"Comune di Reggio Emilia","Reggio Emilia","POINT (10.8774 44.4376)","Italy","Europe","Italy","IT","ITA",380,44.4376,10.8774,"CDP Disclosure"
"391",831425,"Alcaldía Municipal La Paz","La Paz (Honduras)","POINT (-87.6792 14.3194)","Honduras","Latin America","Honduras","HN","HND",340,14.3194,-87.6792,"CDP Disclosure"
"392",35874,"City of Phoenix","Phoenix","POINT (-112.074 33.4484)","United States of America","North America","United States Of America","US","USA",840,33.4484,-112.074,"CDP Disclosure"
"393",59180,"Middelfart Kommune","Middelfart","POINT (9.87264 55.471)","Denmark","Europe","Denmark","DK","DNK",208,55.471,9.87264,"CDP Disclosure"
"394",35993,"Singapore Government","Singapore","POINT (103.82 1.35208)","Singapore","Southeast Asia and Oceania","Singapore","SG","SGP",702,1.35208,103.82,"CDP Disclosure"
"395",59163,"City of Tirana","Tirana","POINT (19.8187 41.3275)","Albania","Europe","Albania","AL","ALB",8,41.3275,19.8187,"CDP Disclosure"
"396",31112,"Kaohsiung City Government","Kaohsiung","POINT (120.344 22.6297)","Taiwan, Greater China","East Asia","Taiwan","TW","TWN",158,22.6297,120.344,"CDP Disclosure"
"397",50389,"Prefeitura de Maceió","Maceió","POINT (-35.718 -9.67342)","Brazil","Latin America","Brazil","BR","BRA",76,-9.67342,-35.718,"CDP Disclosure"
"398",14344,"City of Park City, UT","Park City","POINT (-111.498 40.6461)","United States of America","North America","United States Of America","US","USA",840,40.6461,-111.498,"CDP Disclosure"
"399",50382,"Municipio de Mérida","Mérida","POINT (-89.5926 20.9674)","Mexico","Latin America","Mexico","MX","MEX",484,20.9674,-89.5926,"CDP Disclosure"
"400",826236,"Prefeitura de Tremembé","Tremembé","POINT (-45.548 -22.9576)","Brazil","Latin America","Brazil","BR","BRA",76,-22.9576,-45.548,"CDP Disclosure"
"401",58868,"Regional Municipality of Durham","Durham","POINT (-78.9288 43.9368)","Canada","North America","Canada","CA","CAN",124,43.9368,-78.9288,"CDP Disclosure"
"402",49333,"City of Louisville, KY","Louisville","POINT (-85.6784 38.196)","United States of America","North America","United States Of America","US","USA",840,38.196,-85.6784,"CDP Disclosure"
"403",36262,"Comune di Genova","Genova","POINT (9.31841 44.348)","Italy","Europe","Italy","IT","ITA",380,44.348,9.31841,"CDP Disclosure"
"404",832078,"Município de Mafra","Mafra","POINT (-9.32771 38.9385)","Portugal","Europe","Portugal","PT","PRT",620,38.9385,-9.32771,"CDP Disclosure"
"405",35272,"City of New Haven (CT)","New Haven ","POINT (-72.9276 41.3093)","United States of America","North America","United States Of America","US","USA",840,41.3093,-72.9276,"CDP Disclosure"
"406",36037,"Santiago de Cali","Santiago de Cali","POINT (-76.532 3.45164)","Colombia","Latin America","Colombia","CO","COL",170,3.45164,-76.532,"CDP Disclosure"
"407",55322,"Município de Vila Nova de Famalicão","Vila Nova de Famalicão","POINT (-8.7476 41.381)","Portugal","Europe","Portugal","PT","PRT",620,41.381,-8.7476,"CDP Disclosure"
"408",58595,"Municipalidad de Belén","Belén","POINT (-84.1503 10.0035)","Costa Rica","Latin America","Costa Rica","CR","CRI",188,10.0035,-84.1503,"CDP Disclosure"
"409",73282,"Municipality of Ilha de Mozambique","Ilha","POINT (-40.7323 -15.0364)","Mozambique","Africa","Mozambique","MZ","MOZ",508,-15.0367,40.7328,"World Cities dataset"
"410",74680,"City of Iasi","Iasi","POINT (27.35 47.1)","Romania","Europe","Romania","RO","ROU",642,47.1,27.35,"CDP Disclosure"
"411",31052,"City of Cardiff","Cardiff","POINT (-3.17909 51.4816)","United Kingdom of Great Britain and Northern Ireland","Europe","United Kingdom","GB","GBR",826,51.4816,-3.17909,"CDP Disclosure"
"412",54631,"Prefeitura de Cajamar","Cajamar","POINT (-46.8725 -23.3646)","Brazil","Latin America","Brazil","BR","BRA",76,-23.3646,-46.8725,"CDP Disclosure"
"413",55442,"Município de Moita","Moita","POINT (-8.65731 41.3028)","Portugal","Europe","Portugal","PT","PRT",620,41.3028,-8.65731,"CDP Disclosure"
"414",60381,"Alcaldía Distrital de Santa Marta","Santa Marta","POINT (-74.2127 11.2453)","Colombia","Latin America","Colombia","CO","COL",170,11.2453,-74.2127,"CDP Disclosure"
"415",43914,"City of Charlotte","Charlotte","POINT (-80.8431 35.2271)","United States of America","North America","United States Of America","US","USA",840,35.2271,-80.8431,"CDP Disclosure"
"416",54666,"Prefeitura Municipal da Estância Turística de Olímpia","Olímpia","POINT (-48.9111 -20.7371)","Brazil","Latin America","Brazil","BR","BRA",76,-20.7371,-48.9111,"CDP Disclosure"
"417",74427,"City of Sarasota","Sarasota","POINT (27.3364 82.5307)","United States of America","North America","United States Of America","US","USA",840,27.3386,-82.5431,"World Cities dataset"
"418",60621,"Lilongwe City Council","Lilongwe","POINT (33.7741 -13.9626)","Malawi","Africa","Malawi","MW","MWI",454,-13.9626,33.7741,"CDP Disclosure"
"419",59538,"City of Mississauga","Mississauga","POINT (43.589 -79.6441)","Canada","North America","Canada","CA","CAN",124,43.6,-79.65,"World Cities dataset"
"420",35867,"Region Metropolitana de Guadalajara","Guadalajara","POINT (-103.35 20.6597)","Mexico","Latin America","Mexico","MX","MEX",484,20.6597,-103.35,"CDP Disclosure"
"421",60264,"Prefeitura de Botucatu","Botucatu","POINT (-48.4441 -22.8852)","Brazil","Latin America","Brazil","BR","BRA",76,-22.8852,-48.4441,"CDP Disclosure"
"422",52897,"City of Aspen","Aspen","POINT (-106.837 39.195)","United States of America","North America","United States Of America","US","USA",840,39.195,-106.837,"CDP Disclosure"
"423",60394,"Gobierno Autónomo Municipal de Tarija","Tarija","POINT (-63.4884 -21.2666)","Bolivia (Plurinational State of)","Latin America","Bolivia","BO","BOL",68,-21.2666,-63.4884,"CDP Disclosure"
"424",35862,"City of Detroit","Detroit","POINT (-83.0457 42.3314)","United States of America","North America","United States Of America","US","USA",840,42.3314,-83.0457,"CDP Disclosure"
"425",826126,"Ayuntamiento de Ixtlahuacán del Río","Ixtlahuacán del Río","POINT (-103.24 20.8555)","Mexico","Latin America","Mexico","MX","MEX",484,20.8555,-103.24,"CDP Disclosure"
"426",54289,"Wuhan Municipal People's Government","Wuhan","POINT (114.325 30.6435)","China","East Asia","China","CN","CHN",156,30.6435,114.325,"CDP Disclosure"
"427",60273,"Prefeitura de Extrema","Extrema","POINT (-46.328 -22.8403)","Brazil","Latin America","Brazil","BR","BRA",76,-22.8403,-46.328,"CDP Disclosure"
"428",49327,"City of Providence","Providence","POINT (-71.4128 41.824)","United States of America","North America","United States Of America","US","USA",840,41.824,-71.4128,"CDP Disclosure"
"429",69849,"Santa Cruz de Galápagos","Santa Cruz de Galápagos","POINT (-90.42 -0.38)","Ecuador","Latin America","Ecuador","EC","ECU",218,-0.38,-90.42,"CDP Disclosure"
"430",74466,"Village of South Barrington, IL","South Barrington","POINT (42.0736 88.148)","United States of America","North America","United States Of America","US","USA",840,44.4622,-73.2203,"World Cities dataset"
"431",831152,"Municipio de San Pedro de Urabá","San Pedro de Urabá","POINT (8.34552 -76.3414)","Colombia","Latin America","Colombia","CO","COL",170,8.2778883,-76.3830793,"World Cities dataset"
"432",60271,"Prefeitura de Bertioga","Bertioga","POINT (-46.0599 -23.8081)","Brazil","Latin America","Brazil","BR","BRA",76,-23.8081,-46.0599,"CDP Disclosure"
"433",832009,"Ayuntamiento de Xalapa","Xalapa","POINT (-98.7556 20.1318)","Mexico","Latin America","Mexico","MX","MEX",484,20.1318,-98.7556,"CDP Disclosure"
"434",830945,"Prefeitura Municipal de Juruena","Juruena","POINT (-58.3589 -10.3178)","Brazil","Latin America","Brazil","BR","BRA",76,-10.3178,-58.3589,"CDP Disclosure"
"435",63999,"City of Miami Beach, FL","Miami Beach","POINT (-80.13 25.7906)","United States of America","North America","United States Of America","US","USA",840,25.7906,-80.13,"CDP Disclosure"
"436",54124,"City of Fremont","Fremont","POINT (-121.989 37.5483)","United States of America","North America","United States Of America","US","USA",840,37.5483,-121.989,"CDP Disclosure"
"437",73530,"Town of Lexington, MA","Lexington, MA","POINT (-71.2269 42.4443)","United States of America","North America","United States Of America","US","USA",840,42.4443,-71.2269,"CDP Disclosure"
"438",54390,"Hsinchu County Government","Hsinchu County","POINT (121.013 24.8269)","Taiwan, Greater China","East Asia","Taiwan","TW","TWN",158,24.8269,121.013,"CDP Disclosure"
"439",74525,"City of Missoula, MT","Missoula","POINT (113.994 46.8721)","United States of America","North America","United States Of America","US","USA",840,NA,NA,NA
"440",43928,"Canberra","Canberra","POINT (149.124 -35.3075)","Australia","Southeast Asia and Oceania","Australia","AU","AUS",36,-35.3075,149.124,"CDP Disclosure"
"441",54637,"Alcaldía de Cuenca","Cuenca","POINT (-79.0048 -2.90841)","Ecuador","Latin America","Ecuador","EC","ECU",218,-2.90841,-79.0048,"CDP Disclosure"
"442",36494,"Comune di Padova","Padova","POINT (11.8768 45.4064)","Italy","Europe","Italy","IT","ITA",380,45.4064,11.8768,"CDP Disclosure"
"443",50680,"Município de Cascais","Cascais","POINT (-9.42229 38.697)","Portugal","Europe","Portugal","PT","PRT",620,38.697,-9.42229,"CDP Disclosure"
"444",831433,"Comuna de Ataliva","Ataliva","POINT (61 31)","Argentina","Latin America","Argentina","AR","ARG",32,-38.88,-62.08,"World Cities dataset"
"445",60652,"Morogoro Municipal Council","Morogoro","POINT (37.6706 -6.8304)","United Republic of Tanzania","Africa","Tanzania, United Republic of","TZ","TZA",834,-6.8304,37.6706,"CDP Disclosure"
"446",35887,"Ajuntament de Valencia","Valencia","POINT (-0.3763 39.4699)","Spain","Europe","Spain","ES","ESP",724,39.4699,-0.3763,"CDP Disclosure"
"447",73413,"Commune de Cocody","Cocody","POINT (-3.9674 5.3602)","Côte d'Ivoire","Africa","Côte d'Ivoire","CI","CIV",384,5.3602,-3.9674,"CDP Disclosure"
"448",43905,"City of San Antonio","San Antonio","POINT (-98.4936 29.4241)","United States of America","North America","United States Of America","US","USA",840,29.4241,-98.4936,"CDP Disclosure"
"449",36492,"Comune di Parma","Parma","POINT (10.3279 44.8015)","Italy","Europe","Italy","IT","ITA",380,44.8015,10.3279,"CDP Disclosure"
"450",60410,"Municipalidad de Peñalolén","Peñalolén","POINT (-70.5302 -33.454)","Chile","Latin America","Chile","CL","CHL",152,-33.454,-70.5302,"CDP Disclosure"
"451",59697,"City of Lake Worth, FL","Lake Worth","POINT (-80.0684 26.6168)","United States of America","North America","United States Of America","US","USA",840,26.6168,-80.0684,"CDP Disclosure"
"452",58485,"Abington Township","Abington","POINT (-75.1195 40.1241)","United States of America","North America","United States Of America","US","USA",840,40.1241,-75.1195,"CDP Disclosure"
"453",42120,"City of Salvador","Salvador","POINT (-38.5023 -12.973)","Brazil","Latin America","Brazil","BR","BRA",76,-12.973,-38.5023,"CDP Disclosure"
"454",50568,"City of Saskatoon","Saskatoon","POINT (-106.67 52.1332)","Canada","North America","Canada","CA","CAN",124,52.1332,-106.67,"CDP Disclosure"
"455",35883,"City of San José","San José, CA","POINT (-121.886 37.3382)","United States of America","North America","United States Of America","US","USA",840,37.3382,-121.886,"CDP Disclosure"
"456",35884,"City of San Diego","San Diego","POINT (-117.17 32.7181)","United States of America","North America","United States Of America","US","USA",840,32.7181,-117.17,"CDP Disclosure"
"457",54641,"Prefeitura de Limeira","Limeira","POINT (-47.3974 -22.5665)","Brazil","Latin America","Brazil","BR","BRA",76,-22.5665,-47.3974,"CDP Disclosure"
"458",31184,"Prefeitura de São Paulo","São Paulo","POINT (-46.7382 -23.5595)","Brazil","Latin America","Brazil","BR","BRA",76,-23.5595,-46.7382,"CDP Disclosure"
"459",54066,"City of Fort Collins","Fort Collins","POINT (-105.084 40.5853)","United States of America","North America","United States Of America","US","USA",840,40.5853,-105.084,"CDP Disclosure"
"460",54681,"Prefeitura Municipal de Araçatuba","Araçatuba","POINT (-50.4328 -21.2089)","Brazil","Latin America","Brazil","BR","BRA",76,-21.2089,-50.4328,"CDP Disclosure"
"461",55380,"Prefeitura Municipal de Cubatão","Cubatão","POINT (-46.4234 -23.8994)","Brazil","Latin America","Brazil","BR","BRA",76,-23.8994,-46.4234,"CDP Disclosure"
"462",58531,"City of Somerville, MA","Somerville","POINT (-71.0826 42.3934)","United States of America","North America","United States Of America","US","USA",840,42.3934,-71.0826,"CDP Disclosure"
"463",36470,"Comune della Spezia","La Spezia","POINT (9.83632 44.111)","Italy","Europe","Italy","IT","ITA",380,44.111,9.83632,"CDP Disclosure"
"464",826427,"Município de Valongo","Valongo","POINT (-8.49835 41.1887)","Portugal","Europe","Portugal","PT","PRT",620,41.1887,-8.49835,"CDP Disclosure"
"465",1093,"City of Atlanta","Atlanta","POINT (-84.388 33.749)","United States of America","North America","United States Of America","US","USA",840,33.749,-84.388,"CDP Disclosure"
"466",54493,"Kristiansand Municipality","Kristiansand","POINT (8.0182 58.1599)","Norway","Europe","Norway","NO","NOR",578,58.1599,8.0182,"CDP Disclosure"
"467",73302,"City of Port Allen, LA","Port Allen","POINT (-91.2073 30.4475)","United States of America","North America","United States Of America","US","USA",840,30.4475,-91.2073,"CDP Disclosure"
"468",31174,"Moscow Government","Moscow","POINT (37.6173 55.7558)","Russian Federation","Europe","Russia","RU","RUS",643,55.7558,37.6173,"CDP Disclosure"
"469",49330,"Kansas City","Kansas City","POINT (-94.573 39.1429)","United States of America","North America","United States Of America","US","USA",840,39.1429,-94.573,"CDP Disclosure"
"470",74508,"City of Winona, MN","Winona","POINT (-91.6663 44.0554)","United States of America","North America","United States Of America","US","USA",840,44.0554,-91.6663,"CDP Disclosure"
"471",54616,"Gobierno Autonomo de Cochabamba","Cochabamba","POINT (-66.1653 -17.414)","Bolivia (Plurinational State of)","Latin America","Bolivia","BO","BOL",68,-17.414,-66.1653,"CDP Disclosure"
"472",69968,"Alcaldia de Rionegro","Rionegro","POINT (-75.3739 6.15316)","Colombia","Latin America","Colombia","CO","COL",170,6.15316,-75.3739,"CDP Disclosure"
"473",60354,"Prefeitura de São Sebastião","São Sebastião","POINT (-23.76 -45.41)","Brazil","Latin America","Brazil","BR","BRA",76,-23.76,-45.41,"World Cities dataset"
"474",54668,"Prefeitura Municipal de Aparecida de Goiânia","Aparecida de Goiânia","POINT (-49.2648 -16.6869)","Brazil","Latin America","Brazil","BR","BRA",76,-16.6869,-49.2648,"CDP Disclosure"
"475",31117,"City of Toronto","Toronto","POINT (-79.3832 43.6532)","Canada","North America","Canada","CA","CAN",124,43.6532,-79.3832,"CDP Disclosure"
"476",59633,"City of Santa Cruz, CA","Santa Cruz, CA","POINT (-122.031 36.9741)","United States of America","North America","United States Of America","US","USA",840,36.9741,-122.031,"CDP Disclosure"
"477",69999,"Greifswald","Greifswald","POINT (12.3923 54.0865)","Germany","Europe","Germany","DE","DEU",276,54.0865,12.3923,"CDP Disclosure"
"478",51079,"Guatemala City","Guatemala City","POINT (-90.5069 14.6349)","Guatemala","Latin America","Guatemala","GT","GTM",320,14.6349,-90.5069,"CDP Disclosure"
"479",60284,"Prefeitura de Angra dos Reis","Angra dos Reis","POINT (-44.2442 -22.9983)","Brazil","Latin America","Brazil","BR","BRA",76,-22.9983,-44.2442,"CDP Disclosure"
"480",831230,"Municipality of La Marsa","La Marsa","POINT (10.3218 36.8725)","Tunisia","Africa","Tunisia","TN","TUN",788,36.8725,10.3218,"CDP Disclosure"
"481",45219,"Município de Aparecida","Aparecida","POINT (-41.6667 -20.7)","Brazil","Latin America","Brazil","BR","BRA",76,-20.7,-41.6667,"CDP Disclosure"
"482",31169,"Government of Hong Kong Special Administrative Region","Hong Kong","POINT (114.14 22.2881)","China, Hong Kong Special Administrative Region","East Asia","Hong Kong","HK","HKG",344,22.2881,114.14,"CDP Disclosure"
"483",59669,"City of North Vancouver","North Vancouver","POINT (-123.072 49.32)","Canada","North America","Canada","CA","CAN",124,49.32,-123.072,"CDP Disclosure"
"484",54111,"City of Iowa City","Iowa City","POINT (-91.5302 41.6611)","United States of America","North America","United States Of America","US","USA",840,41.6611,-91.5302,"CDP Disclosure"
"485",59642,"City of Dublin, CA","Dublin, CA","POINT (-121.93 37.7)","United States of America","North America","United States Of America","US","USA",840,37.7,-121.93,"CDP Disclosure"
"486",61753,"Yilan County Government","Yilan County","POINT (121.763 24.7309)","Taiwan, Greater China","East Asia","Taiwan","TW","TWN",158,24.7309,121.763,"CDP Disclosure"
"487",54706,"Prefeitura Municipal de Boa Vista","Boa Vista","POINT (-60.6779 2.83067)","Brazil","Latin America","Brazil","BR","BRA",76,2.83067,-60.6779,"CDP Disclosure"
"488",59563,"City of Takoma Park, MD","Takoma Park","POINT (-77.0075 38.9779)","United States of America","North America","United States Of America","US","USA",840,38.9779,-77.0075,"CDP Disclosure"
"489",62868,"Eskisehir Metropolitan Municipality","Eskisehir","POINT (30.5256 39.7667)","Turkey","Europe","Turkey","TR","TUR",792,39.7667,30.5256,"CDP Disclosure"
"490",55324,"Município de Guimarães","Guimarães","POINT (-8.29224 41.4443)","Portugal","Europe","Portugal","PT","PRT",620,41.4443,-8.29224,"CDP Disclosure"
"491",54395,"Taoyuan City Government","Taoyuan","POINT (121.301 24.9931)","Taiwan, Greater China","East Asia","Taiwan","TW","TWN",158,24.9931,121.301,"CDP Disclosure"
"492",60392,"Municipalidad de San Isidro (Lima)","San Isidro (Lima)","POINT (-77.0273 -12.0977)","Peru","Latin America","Peru","PE","PER",604,-12.0977,-77.0273,"CDP Disclosure"
